6.9395e-310,6.93951e-310,3.14159,0,-0,-0,-3.14159
-0.0157426,0.00351313,3.14334,-0.0157488,0.00354062,0.00174773,-3.14159
-0.0340014,0.0263501,3.1442,-0.0183185,0.0228847,0.000857843,-3.14159
0.0322694,0.0369226,3.14756,0.0662112,0.0101773,0.00336837,-3.14159
0.047208,0.0850773,3.16007,0.0140561,0.0479033,0.0125019,-3.14159
0.0576035,0.0984514,3.1645,0.010097,0.0131462,0.0044351,-3.14159
0.0587833,0.124142,3.17049,0.000437765,0.025689,0.00599021,-3.14159
0.0437339,0.148693,3.17748,-0.0159616,0.02514,0.00698484,-3.14159
0.0427407,0.178872,3.18465,-0.0022998,0.0303052,0.00717423,-3.14159
-0.0307333,0.266028,3.17784,-0.0767861,0.0899983,-0.00680791,-3.14159
-0.076867,0.253068,3.18454,-0.0457032,-0.0110079,0.00669758,-3.14159
-0.0724763,0.189904,3.19707,0.00793489,-0.0637022,0.0125276,-3.14159
-0.0805741,0.184352,3.19836,-0.00782007,-0.00511572,0.00129593,-3.14159
-0.0941266,0.183061,3.19846,-0.0135447,-0.000522616,9.21084e-05,-3.14159
-0.0895375,0.175332,3.19851,0.00505415,-0.00802988,5.45172e-05,-3.14159
-0.0878803,0.17019,3.19838,0.00195895,-0.00526144,-0.000129428,-3.14159
-0.0593958,0.143083,3.19694,0.0301248,-0.0288173,-0.00144048,-3.14159
-0.0479678,0.129148,3.19674,0.0122532,-0.0146323,-0.000198042,-3.14159
-0.034729,0.116083,3.19579,0.0140093,-0.0138443,-0.000952663,-3.14159
-0.036505,0.17803,3.1961,-0.00517875,0.0623216,0.000307681,-3.14159
-0.0225306,0.166635,3.19498,0.0146459,-0.0121938,-0.00111874,-3.14159
-0.00314516,0.154444,3.19545,0.0201302,-0.0132939,0.000471085,-3.14159
0.0638862,0.153199,3.19739,0.0674158,-0.00501279,0.00194114,-3.14159
0.100944,0.151727,3.19943,0.0373308,-0.00363605,0.00204139,-3.14159
0.119726,0.160037,3.19985,0.0183905,0.00725175,0.00041817,-3.14159
0.199699,0.175333,3.20273,0.0794824,0.0104595,0.00287486,-3.14159
0.229276,0.205084,3.20285,0.0279095,0.0280949,0.0001252,-3.14159
0.245681,0.215924,3.20257,0.015832,0.00989307,-0.000279468,-3.14159
0.256185,0.195408,3.19805,0.0117191,-0.0212109,-0.00451772,-3.14159
0.260598,0.193803,3.19771,0.00452454,-0.00186149,-0.000347572,-3.14159
0.281722,0.20096,3.19469,0.0208317,0.0060596,-0.00301093,-3.14159
0.313915,0.222621,3.19233,0.0312134,0.0201043,-0.00236723,-3.14159
